,Release,Opening,Total Gross,% of Total,Theaters,Average,Date,Distributor,Revenue per Theater,Is Blockbuster,Profitability,Genre
861,17 Again,23722310,64167069,37.0,3255,7287,2009-04-17,Warner Bros.,19713.38525345622,No,2.7049249841183256,Other
862,Fury,23702421,85817906,27.6,3173,7470,2014-10-17,Sony Pictures Releasing,27046.298770879293,No,3.6206388368513074,Other
863,Resident Evil: Extinction,23678580,50648679,46.8,2828,8372,2007-09-21,Screen Gems,17909.71676096181,Yes,2.1390082935716586,Other
864,Tomb Raider,23633317,58250803,40.6,3854,6132,2018-03-16,Warner Bros.,15114.37545407369,Yes,2.46477474998537,Other
865,The Black Phone,23633220,90123230,26.2,3150,7502,2022-06-24,Universal Pictures,28610.549206349206,No,3.813413068553502,Other
866,Open Season,23624548,85105259,27.8,3833,6163,2006-09-29,Sony Pictures Releasing,22203.30263501174,No,3.602407927550614,Other
867,Goosebumps,23618556,80080379,29.5,3501,6746,2015-10-16,Sony Pictures Releasing,22873.572979148816,No,3.3905704904228693,Other
868,The Boss,23586645,63285885,37.3,3480,6777,2016-04-08,Universal Pictures,18185.599137931036,No,2.683123648997134,Other
869,Dinner for Schmucks,23527839,73026337,32.2,2911,8082,2010-07-30,DreamWorks,25086.34043284095,No,3.103826790042213,Other
870,Mary Poppins Returns,23523121,171958438,13.7,4090,5751,2018-12-19,Walt Disney Studios Motion Pictures,42043.627872860634,No,7.310188048601204,Other
871,Dracula Untold,23514615,56280355,41.8,2885,8150,2014-10-10,Universal Pictures,19507.92201039861,Yes,2.3934202197229255,Other
872,The Amityville Horror,23507007,65233369,36.0,3323,7074,2005-04-15,Metro-Goldwyn-Mayer,19630.86638579597,No,2.775060602143012,Other
873,Be Cool,23450212,56046979,41.8,3216,7291,2005-03-04,Metro-Goldwyn-Mayer,17427.543221393036,Yes,2.3900414631645974,Other
874,I Can Do Bad All by Myself,23446785,51733921,45.3,2255,10397,2009-09-11,Lionsgate Films,22941.87184035477,Yes,2.206439859451946,Other
875,Save the Last Dance,23444930,91057006,25.8,2230,10513,2001-01-12,Paramount Pictures,40832.73811659193,No,3.8838676848256743,Other
876,Once Upon a Time in Mexico,23424118,56359780,41.6,3282,7137,2003-09-12,Sony Pictures Releasing,17172.388787324802,Yes,2.406057722216051,Other
877,Face/Off,23387530,112276146,20.8,2621,8923,1997-06-27,Paramount Pictures,42837.14078595956,No,4.800684210773861,Other
878,The Taking of Pelham 123,23373102,65452312,35.7,3074,7603,2009-06-12,Sony Pictures Releasing,21292.22901756669,No,2.8003262895956214,Other
879,The Polar Express,23323463,162775358,14.3,3650,6389,2004-11-10,Warner Bros.,44595.98849315068,No,6.979039004628087,Other
880,Mortal Kombat,23302503,42326031,55.0,3073,7582,2021-04-23,Warner Bros.,13773.521314676213,Yes,1.8163727304315764,Other
881,Mortal Kombat,23283887,70454098,33.0,2421,9617,1995-08-18,New Line Cinema,29101.238331268072,No,3.025873557967362,Other
882,Cocaine Bear,23260790,64670240,36.0,3534,6582,2023-02-24,Universal Pictures,18299.445387662705,No,2.780225435163638,Other
883,Killers of the Flower Moon,23253655,68026901,34.2,3628,6409,2023-10-20,Paramount Pictures,18750.523980154354,No,2.925428325138564,Other
884,Pineapple Express,23245025,87341380,26.6,3072,7566,2008-08-06,Sony Pictures Releasing,28431.438802083332,No,3.7574225022343493,Other
885,Alvin and the Chipmunks: Chipwrecked,23244744,133110742,17.5,3723,6243,2011-12-16,Twentieth Century Fox,35753.62395917271,No,5.726487759985655,Other
886,Eragon,23239907,75030163,31.0,3020,7695,2006-12-15,Twentieth Century Fox,24844.424834437086,No,3.2285053033990194,Other
887,This Is It,23234394,72091016,32.2,3481,6674,2009-10-28,Sony Pictures Releasing,20709.858086756678,No,3.1027715205311575,Other
888,Hellboy,23172440,59623958,38.9,3028,7652,2004-04-02,Revolution Studios,19690.871202113605,No,2.57305480130707,Other
889,Double Jeopardy,23162542,116741558,19.8,2547,9094,1999-09-24,Paramount Pictures,45834.926580290536,No,5.040101298035423,Other
890,Jackass Forever,23154388,57743451,40.1,3604,6424,2022-02-04,Paramount Pictures,16022.045227524972,Yes,2.4938448383952103,Other
891,The Mask,23117068,119938730,19.3,2360,9795,1994-07-29,New Line Cinema,50821.495762711864,No,5.188319297239598,Other
892,Star Trek: Generations,23116394,75671125,30.6,2659,8693,1994-11-18,Paramount Pictures,28458.490033847313,No,3.2734830960226753,Adventure
893,Eat Pray Love,23104523,80574010,28.7,3082,7496,2010-08-13,Sony Pictures Releasing,26143.416612589226,No,3.4873695509749325,Other
894,The League of Extraordinary Gentlemen,23075892,66465204,34.7,3002,7686,2003-07-11,Twentieth Century Fox,22140.307794803466,No,2.8802875312468963,Other
895,Smallfoot,23045635,83240103,27.7,4131,5578,2018-09-28,Warner Bros.,20150.109658678288,No,3.611968296816295,Other
896,Resident Evil: Apocalypse,23036273,51201453,45.0,3284,7014,2004-09-10,Screen Gems,15591.18544457978,Yes,2.222644826270291,Other
897,Star Wars: Episode VI - Return of the Jedi,23019618,252583617,9.1,1002,22973,1983-05-25,Twentieth Century Fox,252079.45808383235,No,10.972537294059354,Action
898,27 Dresses,23007725,76808654,30.0,3057,7526,2008-01-18,Twentieth Century Fox,25125.500163559045,No,3.3383854335880665,Other
899,The Haunting in Connecticut,23004765,55389516,41.5,2732,8420,2009-03-27,Lionsgate Films,20274.34699853587,Yes,2.4077410049613635,Other
900,DC League of Super-Pets,23003441,93657117,24.6,4314,5332,2022-07-29,Warner Bros.,21710.041029207234,No,4.071439442472976,Other
901,The Princess Diaries 2: Royal Engagement,22956453,95170481,24.1,3472,6611,2004-08-11,Walt Disney Studios Motion Pictures,27410.852822580644,No,4.145696244973037,Other
902,The Game Plan,22950971,90648202,25.3,3103,7396,2007-09-28,Walt Disney Studios Motion Pictures,29213.084756687076,No,3.94964561630094,Other
903,Vantage Point,22874936,72266306,31.6,3149,7264,2008-02-22,Sony Pictures Releasing,22948.9698316926,No,3.159191614787469,Other
904,Jack Reacher: Never Go Back,22872490,58697076,39.0,3780,6050,2016-10-21,Paramount Pictures,15528.326984126985,No,2.5662739824129335,Other
905,The Princess Diaries,22862269,108248956,21.1,2537,9011,2001-08-03,Walt Disney Studios Motion Pictures,42668.09459992117,No,4.734829950605515,Other
906,Mission to Mars,22855247,60883407,37.5,3054,7483,2000-03-10,Walt Disney Studios Motion Pictures,19935.627701375244,No,2.6638700076179442,Other
907,The Interpreter,22822455,72708161,31.4,2758,8275,2005-04-22,Universal Pictures,26362.63995649021,No,3.1858168194438328,Other
908,PAW Patrol: The Mighty Movie,22764354,65231360,34.9,3989,5706,2023-09-29,Paramount Pictures,16352.81022812735,No,2.8655045515458073,Other
909,Jackass: The Movie,22763437,64255312,35.4,2509,9072,2002-10-25,Paramount Pictures,25609.929055400557,No,2.822742101730947,Other
910,Man on Fire,22751490,77911774,29.2,2980,7634,2004-04-21,Twentieth Century Fox,26144.890604026845,No,3.42446907872847,Other
911,Mulan,22745143,120620254,18.9,2888,7875,1998-06-19,Walt Disney Studios Motion Pictures,41766.01592797784,No,5.3031213740885255,Other
912,Rugrats in Paris,22718184,76507756,29.7,2934,7743,2000-11-17,Paramount Pictures,26076.263122017725,No,3.367688015908314,Other
913,Insidious: Chapter 3,22692741,52218558,43.5,3002,7559,2015-06-05,Focus Features,17394.589606928716,Yes,2.301112853665408,Other
914,Unstoppable,22688457,81562942,27.8,3207,7074,2010-11-12,Twentieth Century Fox,25432.78515746804,No,3.594909164602952,Other
915,Funny People,22657780,51855045,43.7,3007,7535,2009-07-31,Universal Pictures,17244.777186564683,Yes,2.288619847134185,Other
916,Black Mass,22635037,62575678,36.2,3188,7100,2015-09-18,Warner Bros.,19628.50627352572,No,2.764549401885228,Other
917,Poltergeist,22620386,47425125,47.7,3240,6981,2015-05-22,Twentieth Century Fox,14637.38425925926,Yes,2.096565681947249,Other
918,The Time Machine,22610437,56832494,39.8,2944,7680,2002-03-08,DreamWorks Distribution,19304.515625,No,2.5135513302993657,Other
919,Smile,22609925,105935048,21.3,3645,6202,2022-09-30,Paramount Pictures,29063.113305898492,No,4.685333896507839,Other
920,Bridge to Terabithia,22564612,82272442,27.4,3139,7188,2007-02-16,Walt Disney Studios Motion Pictures,26209.761707550177,No,3.6460827245777594,Other
921,Training Day,22550788,76631907,29.4,2712,8315,2001-10-05,Warner Bros.,28256.602876106193,No,3.3981919833577434,Other
922,Dick Tracy,22543911,103738726,21.7,2332,9667,1990-06-15,Walt Disney Studios Motion Pictures,44484.87392795883,No,4.601629504303845,Other
923,Saw 3D,22530123,45710178,49.3,2808,8023,2010-10-29,Lionsgate Films,16278.553418803418,Yes,2.028847245973757,Other
924,The Mask of Zorro,22525855,94095523,23.9,2515,8956,1998-07-17,Sony Pictures Releasing,37413.726838966206,No,4.177223150908145,Other
925,Heaven Is for Real,22522221,91443253,24.6,2417,9318,2014-04-16,TriStar Pictures,37833.369052544476,No,4.060134788660497,Other
926,The Lucky One,22518358,60457138,37.2,3155,7137,2012-04-20,Warner Bros.,19162.325832012677,No,2.6847933583789723,Other
927,Shallow Hal,22518295,70839203,31.8,2770,8129,2001-11-09,Twentieth Century Fox,25573.71949458484,No,3.145851095742373,Other
928,Star Wars: Episode I - The Phantom Menace2012 3D Release,22469932,43456382,51.7,2655,8463,2012-02-10,Twentieth Century Fox,16367.752165725047,Yes,1.9339792394565325,Action
929,Life of Pi,22451514,124987023,18.0,2927,7670,2012-11-21,Twentieth Century Fox,42701.40860949778,No,5.566975260554812,Other
930,The Social Network,22445653,96962694,23.2,2771,8100,2010-10-01,Sony Pictures Releasing,34991.9501984843,No,4.319887418735378,Other
931,The Patriot,22413710,113330342,19.8,3061,7322,2000-06-28,Sony Pictures Releasing,37023.960143743876,No,5.056295544111172,Other
932,Contagion,22403596,75658097,29.6,3222,6953,2011-09-09,Warner Bros.,23481.718497827438,No,3.377051478700116,Other
933,Now You See Me 2,22383146,65075540,34.4,3232,6925,2016-06-10,Lionsgate Films,20134.758663366338,No,2.9073455536589896,Other
934,Walk the Line,22347341,119519402,18.7,2961,7547,2005-11-18,Twentieth Century Fox,40364.53968253968,No,5.348260538021056,Other
935,The General's Daughter,22332053,102705852,21.7,2856,7819,1999-06-18,Paramount Pictures,35961.43277310924,No,4.599033147557011,Other
936,Sing 2,22326230,162790990,13.7,3892,5736,2021-12-22,Universal Pictures,41827.078622816036,No,7.291467928082798,Other
937,Planes,22232291,90288712,24.6,3702,6005,2013-08-09,Walt Disney Studios Motion Pictures,24389.17125877904,No,4.0611519523561475,Other
938,Disturbia,22224982,80209692,27.7,2925,7598,2007-04-13,DreamWorks,27422.116923076923,No,3.608987939787758,Other
939,"Legally Blonde 2: Red, White & Blonde",22220670,90186328,24.6,3350,6633,2003-07-02,Metro-Goldwyn-Mayer,26921.291940298506,No,4.0586682579778195,Other
940,Monster House,22217226,73661010,30.2,3553,6253,2006-07-21,Sony Pictures Releasing,20732.06023079088,No,3.3154908718127096,Other
941,Freaky Friday,22203007,110230332,20.1,2954,7516,2003-08-06,Walt Disney Studios Motion Pictures,37315.61679079215,No,4.964657805134233,Other
942,Kill Bill: Vol. 1,22200000,70099045,31.7,3102,7156,2003-10-10,Miramax,22598.015796260475,No,3.1576146396396396,Other
943,Die Hard with a Vengeance,22162245,100012499,22.2,2525,8777,1995-05-19,Twentieth Century Fox,39608.9104950495,No,4.512742233469578,Other
944,Poseidon,22155410,60674817,36.5,3555,6232,2006-05-12,Warner Bros.,17067.459071729958,No,2.7386005043463424,Other
945,Diary of a Wimpy Kid,22126166,64003625,34.6,3077,7190,2010-03-19,Twentieth Century Fox,20800.658108547286,No,2.892666763866817,Other
946,Ghost Rider: Spirit of Vengeance,22115334,51774002,42.7,3174,6967,2012-02-17,Sony Pictures Releasing,16311.909892879647,Yes,2.3410906658701154,Other
947,It's Complicated,22100820,112735375,19.6,2887,7655,2009-12-25,Universal Pictures,39049.31589885695,No,5.1009589236960435,Other
948,Ladder 49,22088204,74541707,29.6,3260,6775,2004-10-01,Walt Disney Studios Motion Pictures,22865.554294478527,No,3.374729199350024,Other
949,Road to Perdition,22079481,104454762,21.1,1797,12286,2002-07-12,DreamWorks Distribution,58127.30217028381,No,4.730852233347333,Other
950,Starship Troopers,22058773,54814377,40.2,2971,7424,1997-11-07,Sony Pictures Releasing,18449.807135644565,Yes,2.484924116132842,Adventure
951,Star Trek: Insurrection,22052836,70187658,31.4,2620,8417,1998-12-11,Paramount Pictures,26789.182442748093,No,3.182704392305824,Adventure
952,Chronicle,22004098,64575175,34.1,2907,7569,2012-02-03,Twentieth Century Fox,22213.682490540075,No,2.934688574828198,Other
953,The Monuments Men,22003433,78031620,28.2,3083,7137,2014-02-07,Sony Pictures Releasing,25310.288679857284,No,3.546338428189819,Other
954,Candyman,22001750,61186570,36.0,3569,6164,2021-08-27,Universal Pictures,17143.89745026618,No,2.7809865124365105,Other
955,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition,21975993,67597694,32.5,2111,10410,1997-02-21,Twentieth Century Fox,32021.645665561344,No,3.0759790467716295,Action
956,Hide and Seek,21959233,51100486,43.0,3005,7307,2005-01-28,Twentieth Century Fox,17005.153410981697,Yes,2.327061514398067,Other
957,Diary of a Mad Black Woman,21905089,50633099,43.3,1483,14770,2005-02-25,Lionsgate Films,34142.34592043156,Yes,2.311476524929892,Other
958,Inspector Gadget,21889138,97403112,22.5,2814,7778,1999-07-23,Walt Disney Studios Motion Pictures,34613.75692963753,No,4.449837723166623,Other
959,Unknown,21856389,63686397,34.3,3043,7182,2011-02-18,Warner Bros.,20928.819257311865,No,2.9138572249972308,Other
960,Dolittle,21844045,77047065,28.4,4155,5257,2020-01-17,Universal Pictures,18543.216606498194,No,3.5271427521779963,Other
961,Stomp the Yard,21833312,61356221,35.6,2051,10645,2007-01-12,Screen Gems,29915.2710872745,No,2.810211341275204,Other
962,Notting Hill,21811180,116089678,18.8,2747,7940,1999-05-28,Universal Pictures,42260.53076083,No,5.322484982472291,Other
963,Renaissance: A Film by Beyoncé,21801216,33889684,64.3,2539,8586,2023-12-01,-,13347.650256006302,Yes,1.5544859516093048,Other
964,Lara Croft: Tomb Raider - The Cradle of Life,21783641,65660196,33.2,3222,6760,2003-07-25,Paramount Pictures,20378.707635009312,No,3.014197488840364,Other
965,RED,21761408,90380162,24.1,3255,6685,2010-10-15,Summit Entertainment,27766.56282642089,No,4.153231353412426,Other
966,Neighbors 2: Sorority Rising,21760405,55455765,39.2,3384,6430,2016-05-20,Universal Pictures,16387.637411347518,No,2.5484711796494595,Other
967,Underworld,21753759,51970690,41.9,2915,7462,2003-09-19,Screen Gems,17828.710120068612,Yes,2.389044118765865,Other
968,Die Hard 2,21744661,117540947,18.5,2507,8673,1990-07-06,Twentieth Century Fox,46885.10051854807,No,5.4055083682380705,Other
969,Texas Chainsaw,21744470,34341945,63.3,2654,8193,2013-01-04,Lionsgate Films,12939.692916352675,Yes,1.5793415521279663,Other
970,Garfield: The Movie,21727611,75369589,28.8,3094,7022,2004-06-11,Twentieth Century Fox,24359.918875242405,No,3.4688392110849184,Other
971,Shaft,21714757,70334258,30.9,2337,9291,2000-06-16,Paramount Pictures,30095.959777492513,No,3.2390073718071077,Other
972,Cats & Dogs,21707617,93385515,23.2,3040,7140,2001-07-04,Warner Bros.,30718.919407894737,No,4.3019699030068566,Other
973,Eyes Wide Shut,21706163,55691208,39.0,2411,9002,1999-07-16,Warner Bros.,23098.80049771879,No,2.565686436612496,Other
974,Spy Game,21689125,62362560,34.8,2770,7830,2001-11-21,Universal Pictures,22513.559566787004,No,2.8752916496170315,Other
975,Lights Out,21688103,67268835,32.2,2818,7696,2016-07-22,Warner Bros.,23871.12668559262,No,3.1016467876420544,Other
976,RoboCop,21681430,58607007,37.0,3372,6429,2014-02-12,Sony Pictures Releasing,17380.4884341637,No,2.7030969359493353,Other
977,My Best Friend's Wedding,21678377,127120029,17.0,2134,10158,1997-06-20,Sony Pictures Releasing,59568.89831302718,No,5.863908954069763,Other
978,Bumblebee,21654047,127195589,17.0,3550,6099,2018-12-21,Paramount Pictures,35829.74338028169,No,5.873986927247364,Other
979,Temptation: Confessions of a Marriage Counselor,21641679,51975354,41.6,2047,10572,2013-03-29,Lionsgate Films,25390.988764044945,Yes,2.4016322393470486,Other
980,London Has Fallen,21635601,62524260,34.6,3490,6199,2016-03-04,Focus Features,17915.260744985673,No,2.8898785848380175,Other
981,Little Man,21613176,58645052,36.8,2533,8532,2006-07-14,Revolution Studios,23152.409001184365,No,2.7133935336481785,Other
982,When a Stranger Calls,21607203,47860214,45.2,2999,7204,2006-02-03,Screen Gems,15958.724241413805,Yes,2.215012003173201,Other
983,Fool's Gold,21589295,70231041,30.7,3125,6908,2008-02-08,Warner Bros.,22473.93312,No,3.2530493005908716,Other
984,Tammy,21577049,84525432,25.5,3465,6227,2014-07-02,Warner Bros.,24394.06406926407,No,3.9173768386955974,Other
985,Christmas with the Kranks,21570867,73780539,29.2,3393,6357,2004-11-24,Revolution Studios,21744.927497789566,No,3.4203789305269927,Other
986,"You, Me and Dupree",21525560,75628110,28.5,3131,6874,2006-07-14,Universal Pictures,24154.618332801023,No,3.5134096395169276,Other
987,Pete's Dragon,21514095,76233151,28.2,3702,5811,2016-08-12,Walt Disney Studios Motion Pictures,20592.423284710967,No,3.543404963118365,Other
988,American Reunion,21514080,57011521,37.7,3192,6740,2012-04-06,Universal Pictures,17860.752192982458,No,2.6499632333801864,Other
989,Cruella,21496997,86103234,25.0,3892,5523,2021-05-28,Walt Disney Studios Motion Pictures,22123.13309352518,No,4.005361027868218,Other
990,The 40-Year-Old Virgin,21422815,109449237,19.6,2845,7529,2005-08-19,Universal Pictures,38470.733567662566,No,5.109003508642538,Other
991,The Stepford Wives,21406781,59484742,36.0,3057,7002,2004-06-11,Paramount Pictures,19458.535165194637,No,2.778780331335197,Other
992,Good Boys,21402605,83140306,25.7,3204,6679,2019-08-16,Universal Pictures,25948.909488139827,No,3.8845881611140327,Other
993,Safe Haven,21401594,71349120,30.0,3223,6640,2013-02-14,Relativity Media,22137.48681352777,No,3.3338227049816944,Other
994,The Forbidden Kingdom,21401121,52075270,41.1,3151,6791,2008-04-18,Lionsgate Films,16526.585211044112,Yes,2.433296367979976,Other
995,The Hitman's Bodyguard,21384504,75468583,28.3,3377,6332,2017-08-18,Lionsgate Films,22347.818477939,No,3.529124781196702,Other
996,Angel Has Fallen,21380987,69030436,31.0,3286,6506,2019-08-23,Lionsgate Films,21007.43639683506,No,3.228589774644173,Other
997,Ice Age: Collision Course,21373064,64063008,33.4,3992,5353,2016-07-22,Twentieth Century Fox,16047.847695390781,No,2.9973712706797677,Other
998,Why Did I Get Married?,21353789,55204525,38.7,2011,10618,2007-10-12,Lionsgate Films,27451.280457483837,No,2.5852332342517763,Other
999,Turbo,21312625,83028128,25.7,3806,5599,2013-07-17,Twentieth Century Fox,21815.06253284288,No,3.8957250925214515,Other
